Class Index,Title,Description,desc_length,clean_desc
3,Fed speakers reinforce view for rising US interest rates,"CHICAGO (CBS.MW) - The dollar turned mixed, paring broad gains earned Thursday in the wake of US jobless claims data that reinforced expectations for rising US interest rates.",28,chicago cbsmw dollar turn mix pare broad gain earn thursday wake us jobless claim data reinforc expect rise us interest rate
2,Henrik set for emotional return,"Former Celtic striker Henrik Larsson say he is fit to play in tomorrow #39;s Champions League tie at Parkhead. There were chaotic scenes earlier this afternoon as Larsson, and his Barcelona team-mates arrived in Glasgow ahead of the game.",39,former celtic striker henrik larsson say fit play tomorrow 39 champion leagu tie parkhead chaotic scene earlier afternoon larsson barcelona teammat arriv glasgow ahead game
4,Alternative Medicine Slips Into the Mainstream,"By Holly VanScoy, HealthDay Reporter    Doctors are combining time-honored therapies with conventional treatments     HealthDayNews -- In medical circles, what was once considered either old-fashioned or ""far out"" is getting another look. And sometimes that new look can bring about different ways to treat diseases and conditions...",46,holli vanscoy healthday report doctor combin timehonor therapi convent treatment healthdaynew medic circl consid either oldfashion far get anoth look sometim new look bring differ way treat diseas condit
1,Samarra peaceful after US blitz,Life returns slowly to normal in the battered Iraqi city after a huge US-led operation to wrest control from insurgents.,20,life return slowli normal batter iraqi citi huge usl oper wrest control insurg
2,Carter and Jets Ready to Step Into the Unknown,He was the walking insurance policy the Jets did not want to cash and perhaps the one player his teammates hoped would never see extended time on the field.,29,walk insur polici jet want cash perhap one player teammat hope would never see extend time field
3,Gold Eyes New Highs (Reuters),"Reuters - Gold broke to new 16-1/4-year highs\above  #36;450.00 an ounce on Thursday, before pausing as players\began to eye the next big target of  #36;455, traders said.",27,reuter gold broke new 1614year highsabov 3645000 ounc thursday paus playersbegan eye next big target 36455 trader said
4,Mad Muppets top cult science poll,"Dr Bunsen Honeydew and his indestructible lab assistant, Beaker, are the UK's favourite TV boffins.",15,dr bunsen honeydew indestruct lab assist beaker uk favourit tv boffin
4,Grokster teams with P2P radio,File-swapping company Grokster is teaming up with newcomer Mercora to distribute an advanced streaming radio service to the peer-to-peer crowd.,20,fileswap compani grokster team newcom mercora distribut advanc stream radio servic peertop crowd
3,Disney #39;s Latest Drama: \$200 Mln Courtroom Battle,The trial of a lawsuit by Walt Disney Co. shareholders who accuse the board of directors of rubberstamping a deal to hire Michael Ovitz ,24,trial lawsuit walt disney co sharehold accus board director rubberstamp deal hire michael ovitz
4,Asian farmers sucking the continent dry,"The world is on the verge of a water crisis as people fight over ever dwindling supplies, experts told the Stockholm Water Symposium.",23,world verg water crisi peopl fight ever dwindl suppli expert told stockholm water symposium
4,A Common Language for Penguins,"In its campaign to discredit Linux, the main rival to its Windows operating system, Microsoft (MSFT ) once published a witty print advertisement in Germany that showed four penguins standing in a row.",33,campaign discredit linux main rival window oper system microsoft msft publish witti print advertis germani show four penguin stand row
2,"Funding, interest up","Although Paralympic sports have been integrated with the Olympic movement in countries such as Canada, Germany and Great Britain for some time, Paralympic athletes #39; roles in the USA still are growing.",32,although paralymp sport integr olymp movement countri canada germani great britain time paralymp athlet 39 role usa still grow
1,"Privacy Act, Order Shielded U.S. Names on List","CIA analyst Charles A. Duelfer's report on Iraq's weapons programs included lists of governments, political parties, companies and individuals from at least 44 nations who received vouchers to buy oil -- both legally and otherwise -- from the Iraqi government during Saddam Hussein's reign.",44,cia analyst charl duelfer report iraq weapon program includ list govern polit parti compani individu least 44 nation receiv voucher buy oil legal otherwis iraqi govern saddam hussein reign
3,Merck stops \$2.5 bn painkiller,"Those taking Vioxx are twice as prone to cardiac problems than patients taking a placebo. Shares in Merck, the US pharmaceuticals giant, plunged by 27 per cent yesterday after the company withdrew Vioxx, its ",34,take vioxx twice prone cardiac problem patient take placebo share merck us pharmaceut giant plung 27 per cent yesterday compani withdrew vioxx
4,Cisco and Fujitsu Team on High-End Routers,"Cisco Systems and Fujitsu will partner to develop high-end routers and switches for use in advanced IP networks. Initally, Fujitsu will offer co-branded products running Cisco #39;s IOS-XR operating ",29,cisco system fujitsu partner develop highend router switch use advanc ip network init fujitsu offer cobrand product run cisco 39 iosxr oper
4,Mobile cashpoints coming soon,Bank customers may soon be able to check their balances on mobile phone screens in an initiative from the Link cash machine network and Morse.,25,bank custom may soon abl check balanc mobil phone screen initi link cash machin network mors
1,Car bomb attacks kill 28 in Egypt,At least 28 people were killed and scores injured when car bombs exploded at resorts packed with Israeli holidaymakers on the Red Sea coast of Egypt #39;s Sinai desert in attacks Israel blamed on Al Qaeda.,36,least 28 peopl kill score injur car bomb explod resort pack isra holidaymak red sea coast egypt 39 sinai desert attack israel blame al qaeda
2,Two Powerlifters Test Positive For Banned Substances,"_ Two powerlifters from Azerbaijan have tested positive for banned substances in initial doping tests and are banned for life from the Paralympics, officials said Wednesday.",26,two powerlift azerbaijan test posit ban substanc initi dope test ban life paralymp offici said wednesday
4,Anti-Spam Effort Killed Amid Patent Row,NEW YORK - A row over intellectual property claims from Microsoft Corp. has dealt a fatal blow to an ambitious effort by Internet engineers to create a technical standard for curbing junk e-mail.,33,new york row intellectu properti claim microsoft corp dealt fatal blow ambiti effort internet engin creat technic standard curb junk email
2,I #39;m not rushing myself: Tendulkar,"Nagpur: Batting maestro Sachin Tendulkar today said he was not rushing his comeback to cricket and that with more than a decade #39;s experience, he was prepared to face all kinds of challenge the game could throw at him.",39,nagpur bat maestro sachin tendulkar today said rush comeback cricket decad 39 experi prepar face kind challeng game could throw
1,Palestinians take back the night in Ramallah,"With new upscale restaurants, bars, and theater, the West Bank city is undergoing a cultural revival.",16,new upscal restaur bar theater west bank citi undergo cultur reviv
1, #39;Deserter #39; surrenders at US base,US Army Sgt. Charles Robert Jenkins -- accused of defecting to North Korea 39 years ago -- is back on active duty Saturday after voluntarily turning himself at a military base in Japan.,33,us armi sgt charl robert jenkin accus defect north korea 39 year ago back activ duti saturday voluntarili turn militari base japan
3,"US Air Realigns Sales, Delta Pushes Pilots","Amid talk of a possible liquidation, bankrupt US Airways in recent weeks completed a reorganization that eliminated several corporate sales positions while emphasizing newer ",24,amid talk possibl liquid bankrupt us airway recent week complet reorgan elimin sever corpor sale posit emphas newer
2,No. 13 LSU Crushes Mississipi State 51-0 (AP),AP - Alley Broussard ran for a career-high three touchdowns in the first 17 minutes and No. 13 LSU held Mississippi State to seven first downs and 130 yards in a 51-0 victory Saturday.,34,ap alley broussard ran careerhigh three touchdown first 17 minut 13 lsu held mississippi state seven first down 130 yard 510 victori saturday
1,Russia to launch Beslan inquiry,Russian President Vladimir Putin pledges to back a parliamentary commission into the Beslan school siege.,15,russian presid vladimir putin pledg back parliamentari commiss beslan school sieg
1,Putin Says Russia Working on New Nuclear Systems,"Russia is working on new nuclear missile systems that other powers do not have in order to protect itself against future security threats, President Vladimir Putin said Wednesday.",28,russia work new nuclear missil system power order protect futur secur threat presid vladimir putin said wednesday
2,Agassi knocked out in surprising semifinal,The top-seeded Agassi was eliminated in the semifinals of the Legg Mason Tennis Classic on Saturday in Washington by unseeded Gilles Muller.,22,topseed agassi elimin semifin legg mason tenni classic saturday washington unseed gill muller
1,Iran has said it has frozen uranium enrichment programs,WASHINGTON (CBS.MW) -- President Bush said Monday he wants to verify if Iran has indeed suspended its nuclear fuel program as it has said it has done.,27,washington cbsmw presid bush said monday want verifi iran inde suspend nuclear fuel program said done
3,Citigroup faces regulatory probe,"The UK's Financial Services Authority launches a formal investigation into Citigroup's ""unusual trading activity"".",14,uk financi servic author launch formal investig citigroup unusu trade activ
4,"If clouds part, blood-red moon will be seen during eclipse tonight",A total lunar eclipse expected to create views of a blood-red moon will be visible tonight throughout most of North America -- weather permitting.,24,total lunar eclips expect creat view bloodr moon visibl tonight throughout north america weather permit
2,"Lee, MacGill help NSW fire out Kiwis for 213",Sydney: New Zealand made a disastrous beginning in their tour opener against New South Wales as they were shot out for a modest 213 at the Sydney cricket ground here today.,31,sydney new zealand made disastr begin tour open new south wale shot modest 213 sydney cricket ground today
1,"Two Russian Planes Crash, Cause Unclear"," MOSCOW (Reuters) - Two Russian passenger planes crashed  almost simultaneously, killing all 89 people on board in what  investigators said on Wednesday might have been a terrorist  attack or simply a mysterious coincidence.",33,moscow reuter two russian passeng plane crash almost simultan kill 89 peopl board investig said wednesday might terrorist attack simpli mysteri coincid
3,Bonds tumble on rise in inflation estimate,"MUMBAI, OCTOBER 26: Government bonds fell across the board, mainly in the short to medium tenures on a knee-jerk reaction to the raising of the inflation estimate to 6.5 per cent and a 0.25 per cent hike in the repo rate to 4.75 per cent by the Reserve ",48,mumbai octob 26 govern bond fell across board mainli short medium tenur kneejerk reaction rais inflat estim 65 per cent 025 per cent hike repo rate 475 per cent reserv
3,GDP growth likely healthy,"Despite cautionary words from Bank of Canada Governor David Dodge last week about the impact of the rising dollar, Canadian gross domestic product likely grew at a healthy 3.5 clip in the third quarter due to strong consumer spending.",39,despit cautionari word bank canada governor david dodg last week impact rise dollar canadian gross domest product like grew healthi 35 clip third quarter due strong consum spend
4, #39;Human Error #39; Crashed Britain #39;s DWP,"The computer crash that shut down systems at Britain #39;s Department for Work and Pensions only caused delays in dealing with new and amended claims, according to the agency.",29,comput crash shut system britain 39 depart work pension caus delay deal new amend claim accord agenc
2,CL Preview: Chelsea travel to Moscow; Paris face tough Porto test,"MOSCOW/PARIS, Oct 20 (SW) - On Wednesday, current Group H leaders Chelsea travel to Russia to play CSKA and seek their third successful win, while PSGs Champions League campaign is deeply in the balance as Halilhodzic and his men face Porto at the ",43,moscowpari oct 20 sw wednesday current group h leader chelsea travel russia play cska seek third success win psg champion leagu campaign deepli balanc halilhodz men face porto
2,SPECTOR: Proposals offer chance to compromise,"The chess game between the NHL and the NHLPA continued Tuesday, with the league rejecting the players #39; offer from last Thursday and tabling a counteroffer, which was in turn rejected by the NHLPA.",34,chess game nhl nhlpa continu tuesday leagu reject player 39 offer last thursday tabl counteroff turn reject nhlpa
2,Diouf suspended for spitting,London - Senegal World Cup striker El Hadji Diouf will miss Bolton #39;s next three games after he admitted a misconduct charge on Tuesday for spitting in an opponent #39;s face.,31,london seneg world cup striker el hadji diouf miss bolton 39 next three game admit misconduct charg tuesday spit oppon 39 face
4,Infineon execs get jail time in price-fixing case,"Four senior executives of German chipmaker Infineon agreed to jail time and steep fines for their role in a scheme to fix prices in the memory chip market, the US Department of Justice said Thursday.",35,four senior execut german chipmak infineon agre jail time steep fine role scheme fix price memori chip market us depart justic said thursday
2,Angels suspend Guillen for rest of season,CBC SPORTS ONLINE - The Anaheim Angels suspended outfielder Jose Guillen for the rest of the season without pay Sunday following an outburst during a game the previous night.,29,cbc sport onlin anaheim angel suspend outfield jose guillen rest season without pay sunday follow outburst game previou night
4,Clash Over Internet Sports Photos,Britains big football leagues and daily newspapers are circling each other in a showdown over game photos on Internet sites.,20,britain big footbal leagu daili newspap circl showdown game photo internet site
4,Nokia gets a slice of BlackBerry pie,Finnish phone giant is the latest to make its devices compliant with Research In Motion's wireless e-mail service.,18,finnish phone giant latest make devic compliant research motion wireless email servic
3,New steel giant includes Lackawanna site,A major change is coming to the global steel industry and a galvanized mill in Lackawanna that formerly belonged to Bethlehem Steel Corp.,23,major chang come global steel industri galvan mill lackawanna formerli belong bethlehem steel corp
3,EU Likely to Clear Oracle Deal-Source," BRUSSELS (Reuters) - Oracle Corp is likely to win clearance  from the European Commission for its hostile \$7.7 billion  takeover of rival software firm PeopleSoft Inc., a source close  to the situation said on Friday.",35,brussel reuter oracl corp like win clearanc european commiss hostil 77 billion takeov rival softwar firm peoplesoft inc sourc close situat said friday
2,NBA Jazz activate Spanish guard Lopez (AFP),"AFP - Utah Jazz point guard Raul Lopez, a Spaniard who has missed the past two months while battling torn right knee ligaments, was activated by the National Basketball Association club.",31,afp utah jazz point guard raul lopez spaniard miss past two month battl torn right knee ligament activ nation basketbal associ club
4,Robots rejected for Hubble rescue,"Shuttle astronauts would do a better job of upgrading the ailing Hubble Space Telescope than robots, say experts.",18,shuttl astronaut would better job upgrad ail hubbl space telescop robot say expert
2,Yank Heavy Hitter Sheffield Fan Favorite (AP),"AP - Gary Sheffield emerged from the trainer's room after games, his left shoulder wrapped in bandages that resembled football pads. Most days, one or two fingers were taped, too.",30,ap gari sheffield emerg trainer room game left shoulder wrap bandag resembl footbal pad day one two finger tape
3,Regional Bank Forecasts Stronger Growth for Developing Asian &lt;b&gt;...&lt;/b&gt;,"A new report says developing Asian economies are expected to enjoy stronger growth despite high oil prices. However, the report warns, a slowdown in China could hurt its neighbors.",29,new report say develop asian economi expect enjoy stronger growth despit high oil price howev report warn slowdown china could hurt neighbor
1,Staph Strain Infects More Healthy People,"TRENTON, N.J. - Flesh-eating bacteria cases, fatal pneumonia and life-threatening heart infections suddenly are popping up around the country, striking healthy people and stunning their doctors...",26,trenton nj flesheat bacteria case fatal pneumonia lifethreaten heart infect suddenli pop around countri strike healthi peopl stun doctor
3,Equitable takes 75m hit as it makes progress on compensation,TROUBLED UK life assurer Equitable Life yesterday said it had taken a 75 million hit as it moved in line with the rest of the sector and set aside more reserves to address the fact that people are living longer.,40,troubl uk life assur equit life yesterday said taken 75 million hit move line rest sector set asid reserv address fact peopl live longer
4,WWF Calls for Ban in Trade of Great White Sharks (Reuters),"Reuters - A leading environmental group called\Friday for protection for the great white shark and humphead\wrasse coral fish, whose numbers have plunged because of\overfishing and China's growing appetite for exotic foods.",31,reuter lead environment group calledfriday protect great white shark humpheadwrass coral fish whose number plung ofoverfish china grow appetit exot food
3,GlaxoSmithKline settlement with NY includes drug study info &lt;b&gt;...&lt;/b&gt;,A lawsuit filed by New York State Attorney General Eliot Spitzer against GlaxoSmithKline over charges that the pharmaceutical company withheld information about the safety and effectiveness of Paxil has been settled.,31,lawsuit file new york state attorney gener eliot spitzer glaxosmithklin charg pharmaceut compani withheld inform safeti effect paxil settl
4,"""National Treasure"": Freemasons, Fact, and Fiction","&lt;I&gt;National Treasure,&lt;/I&gt; the new Nicolas Cage movie, plays to the public's fascination with conspiracy theories and secret societies like the Freemasons. So how true is it?",26,ltigtnat treasureltigt new nicola cage movi play public fascin conspiraci theori secret societi like freemason true
3,Lazard asks pay cut before IPO-report,"The head of Lazard LLC is asking partners to take a one-third pay cut as the investment bank readies for an initial public offering, according to a report published Friday.",30,head lazard llc ask partner take onethird pay cut invest bank readi initi public offer accord report publish friday
3,Which Is Worse: A Broken Hip or the Bill?,"America is ""very concerned"" about healthcare in retirement. That's okay with us.",12,america concern healthcar retir that okay us
3,Sprint-Nextel: First Marital Tiff,The proposed merger of Sprint and Nextel Communications could face a rocky start as the companies work to run and eventually merge two wireless technologies without breaking the bank or losing customers.,32,propos merger sprint nextel commun could face rocki start compani work run eventu merg two wireless technolog without break bank lose custom
3,Hardie executives face charges,JAMES Hardie executives face criminal charges over the company #39;s 2001 move to the Netherlands after a government commission found the building company underprovided a fund for asbestos victims by up to \$2 billion.,34,jame hardi execut face crimin charg compani 39 2001 move netherland govern commiss found build compani underprovid fund asbesto victim 2 billion
3,Marsh to avoid criminal charges,Giant insurance broker Marsh and McLennan is now expected to escape criminal charges over illegal payments. It has been the subject of legal action over the payments by New Yrok attorney general Eliot Spitzer.,34,giant insur broker marsh mclennan expect escap crimin charg illeg payment subject legal action payment new yrok attorney gener eliot spitzer
4,Tougher File-Trading Bill Moves Forward,Controversial plan could force file swappers to face criminal charges.,10,controversi plan could forc file swapper face crimin charg
1,Kabul kidnappers demand foreign troop pullout,ISN SECURITY WATCH (01/11/04) - The breakaway Taliban group Jaish-e-Muslimeen (Army of Muslims) has threatened to execute three foreign hostages unless all international troops leave Afghanistan and all Muslim prisoners are freed from US jails.,35,secur watch 011104 breakaway taliban group jaishemuslimeen armi muslim threaten execut three foreign hostag unless intern troop leav afghanistan muslim prison freed us jail
4,Google introduces wireless service,"Google today launched a beta test version of Google SMS, this new service will allow US wireless users to query Google for almost any type of information.",27,googl today launch beta test version googl sm new servic allow us wireless user queri googl almost type inform
4,AMD Releases New Mobile Sempron,"Advanced Micro Devices #39; new Mobile Sempron processor gives the company a fresh chip for the holiday season, but it probably won #39;t help it overcome the solid advantage that rival Intel holds in the notebook market.",37,advanc micro devic 39 new mobil sempron processor give compani fresh chip holiday season probabl 39t help overcom solid advantag rival intel hold notebook market
1,Karzai win chance to cleanse government,"overthrew the Taliban militia in late 2001 for refusing to handover al Qaeda leader Osama bin Laden. coalitions with main rivals, characterised as regional strongmen who rely on ethnic loyalties and private militias.",33,overthrew taliban militia late 2001 refus handov al qaeda leader osama bin laden coalit main rival characteris region strongmen reli ethnic loyalti privat militia
2,Diamondbacks Keep Busy; Ortiz Heading Home," ANAHEIM, Calif., (Sports Network) - The Arizona  Diamondbacks continued their offseason makeover Friday as they  signed free agent pitcher Russ Ortiz to a four-year contract.",25,anaheim calif sport network arizona diamondback continu offseason makeov friday sign free agent pitcher russ ortiz fouryear contract
2,Temple Defeats No. 22 Rutgers 71-60,"Rutgers #39; Nikki Jett (13) fouls Temple #39;s Cynthia Jordan (1) in the second half Monday, Dec. 13, 2004, in Philadelphia. Unranked Temple beat No.",25,rutger 39 nikki jett 13 foul templ 39 cynthia jordan 1 second half monday dec 13 2004 philadelphia unrank templ beat
3,Sysco Corp.'s 4Q Profit Up 16 Percent,"Sysco's fiscal fourth-quarter profit rose 16 percent due to an extra week in the quarter, customer-service initiatives and operating efficiency.",20,sysco fiscal fourthquart profit rose 16 percent due extra week quarter customerservic initi oper effici
1,Crash probe focuses on car driver,Police say they are not assuming that a car driver committing suicide caused Saturday's rail crash.,16,polic say assum car driver commit suicid caus saturday rail crash
3,Update 3: SEC Says GE Violated Law Over Welch Perks,"General Electric Co. violated the law by failing to fully disclose to investors the many perks lavished on its retired chief executive Jack Welch, the Securities and Exchange Commission said Thursday.",31,gener electr co violat law fail fulli disclos investor mani perk lavish retir chief execut jack welch secur exchang commiss said thursday
2,One gamble Bears really had to take,"The Bears traded Marty Booker to Miami for Adewale Ogunleye because they had no choice but to do so. Talent levels being equal, a defensive end is more valuable than a wide receiver.",33,bear trade marti booker miami adewal ogunley choic talent level equal defens end valuabl wide receiv
3,Delta pilots wary of retirements,Union says pilots may retire en masse to get payments rather than ride out possible bankruptcy. NEW YORK (Reuters) - Delta Air Lines Inc.,24,union say pilot may retir en mass get payment rather ride possibl bankruptci new york reuter delta air line inc
2,Slumping Cubs get boost from Maddux,"Maddux threw seven shutout innings for his 302nd career win, and Baker got his 1,000th victory as a manager in Chicagos 5-2 win over the Montreal Expos on Monday night.",30,maddux threw seven shutout inning 302nd career win baker got 1000th victori manag chicago 52 win montreal expo monday night
4,Throwing money at technology (page 3),"Strategic conflicts, rampant confusion and election-year politics are slowing the war on terror.",13,strateg conflict rampant confus electionyear polit slow war terror
3,Update 1: Blockbuster May Raise Offer for Rival,"Blockbuster Inc., locked in a bidding war for Hollywood Entertainment Corp., announced Wednesday that it may sweeten its offer for the rival video renter.",24,blockbust inc lock bid war hollywood entertain corp announc wednesday may sweeten offer rival video renter
4,Google Froogle Adds Product Reviews,"Google Froogle Adds Product Reviews\\Almost at the end of the Holiday online shopping season (unless you're going overnight delivery) Google has broken the mold of their Froogle shopping comparison search engine (not the Jello mold, but the Beta mold) and added 3rd Party product reviews.\\Google said that the product reviews ...",51,googl froogl add product reviewsalmost end holiday onlin shop season unless your go overnight deliveri googl broken mold froogl shop comparison search engin jello mold beta mold ad 3rd parti product reviewsgoogl said product review
3,"Developing countries seek greater voice in IMF, World Bank leadership (AFP)",AFP - Developing countries chastized the IMF and the World Bank for what they said had been a failure to give them greater decision-making power in the two institutions and urged that the next World Bank president be chosen regardless of nationality.,42,afp develop countri chastiz imf world bank said failur give greater decisionmak power two institut urg next world bank presid chosen regardless nation
1,2 Kidnapped in Iraq; 30 Killed in Fallujah,"BAGHDAD, Iraq - A team of kidnappers grabbed two Americans and a Briton in a dawn raid on their home on a leafy Baghdad street Thursday - a bold abduction that underlines the increasing danger for foreigners in the embattled capital as violence soars ahead of national elections planned for early next year.    West of the capital, U.S...",58,baghdad iraq team kidnapp grab two american briton dawn raid home leafi baghdad street thursday bold abduct underlin increas danger foreign embattl capit violenc soar ahead nation elect plan earli next year west capit us
4,The Sims Go to College,"November 22, 2004 - It was, of course, inevitable: given the success (both in excellence of design and pure sales) of The Sims 2, not to mention that it #39;s the sequel to the biggest-selling PC game ever, Electronic Arts was going to give us expansions.",46,novemb 22 2004 cours inevit given success excel design pure sale sim 2 mention 39 sequel biggestsel pc game ever electron art go give us expans
2,Skins #39; house of horrors,"The Ravens get three points from their offense but still win, thanks to the Redskins #39; problems on offense and special teams. LANDOVER MD.",24,raven get three point offens still win thank redskin 39 problem offens special team landov md
3,Gas Prices Highest Ever for Thanksgiving," WASHINGTON (Reuters) - U.S. drivers traveling this week  will pay the highest gasoline prices on record heading into a  Thanksgiving holiday, the Energy Department said on Monday.",27,washington reuter us driver travel week pay highest gasolin price record head thanksgiv holiday energi depart said monday
1,Botswana elections to hand victory to party in power since &lt;b&gt;...&lt;/b&gt;,GABORONE (AFP) - Queues of voters in diamond-rich Botswana waited patiently to cast their ballots in elections that are expected to hand victory to the party in power since independence in 1966 in one of Africa #39;s most stable countries.,40,gaboron afp queue voter diamondrich botswana wait patient cast ballot elect expect hand victori parti power sinc independ 1966 one africa 39 stabl countri
2,NBA Wrap: O'Neal Pours in 40 Points as Miami Wins (Reuters),Reuters - Shaquille O'Neal scored a season-high\40 points and added 12 rebounds and five blocked shots to drive\the host Miami Heat past the Washington Wizards 106-83 Monday.,27,reuter shaquil oneal score seasonhigh40 point ad 12 rebound five block shot driveth host miami heat past washington wizard 10683 monday
2,Gannon has broken vertebra in his neck,Oakland quarterback Rich Gannon has a broken vertebra in his neck that will sideline him at least six weeks. Gannon had an MRI exam Monday morning and was taken for further tests.,32,oakland quarterback rich gannon broken vertebra neck sidelin least six week gannon mri exam monday morn taken test
4,Newscasters show off election-night gadgetry,Among the devices used was a futuristic plasma monitor designed by three technology companies specifically for CBS.\&lt;br /&gt;\ Screen shots: Election night gadgets,23,among devic use futurist plasma monitor design three technolog compani specif cbsltbr gt screen shot elect night gadget
1,Bush and Kerry Put on a Lively Show (AP),"AP - Friday's rematch between President Bush and John Kerry proved to be a livelier affair, and a more revealing show, than their first debate.",25,ap friday rematch presid bush john kerri prove liveli affair reveal show first debat
2,Jones #39; big day was in the cards,"Kevin Jones decided to stop rushing things a few weeks ago, and it helped him turn in the second-best rushing performance for a Lions rookie running back.",27,kevin jone decid stop rush thing week ago help turn secondbest rush perform lion rooki run back
3,Bell rivals say new rules may cost business customers \$130B,American businesses would face \$105 billion in higher telephone bills during the next 10 years if the Federal Communications Commission deregulates access to the high-capacity loops that serve business customers.,30,american busi would face 105 billion higher telephon bill next 10 year feder commun commiss deregul access highcapac loop serv busi custom
1,Egyptian found dead in northern Iraq (AFP),"AFP - The body of an Egyptian was found on a road north of the Iraqi town of Tikrit, police and medical sources said.",24,afp bodi egyptian found road north iraqi town tikrit polic medic sourc said
3,Report: Airbus Aims to Trump Boeing's 7E7," PARIS (Reuters) - Airbus is designing an aircraft to  compete with Boeing Co.'s planned 7E7 wide-body jetliner that  would carry more passengers and fly further than the U.S.  plane, the Wall Street Journal reported on Tuesday, citing  people familiar with the plans.",42,pari reuter airbu design aircraft compet boe co plan 7e7 widebodi jetlin would carri passeng fli us plane wall street journal report tuesday cite peopl familiar plan
3,Fannie Mae's Institutional Arrogance,Pity that Fannie's management decided to test the limits of an implied Federal guarantee.,14,piti fanni manag decid test limit impli feder guarante
1,Islamic cleric in France to see Arafat,"CLAMART, France - A senior Islamic cleric arrived in France on Wednesday to visit the bedside of the ailing Palestinian leader Yasser Arafat, Palestinian officials said.",26,clamart franc senior islam cleric arriv franc wednesday visit bedsid ail palestinian leader yasser arafat palestinian offici said
2,Els claims record sixth Match Play,Ernie Els claimed a record sixth World Match Play title by beating Lee Westwood two and one in a gripping final at Wentworth. The South African world number two celebrated ,30,erni el claim record sixth world match play titl beat lee westwood two one grip final wentworth south african world number two celebr
2,Good Reward for McGaughey in Hollywood Derby,"Shug McGaughey hadn #39;t sent a horse to California for 11 years, since the fall Lure won the Breeders #39; Cup Mile at Santa Anita.",25,shug mcgaughey 39t sent hors california 11 year sinc fall lure breeder 39 cup mile santa anita
2,Henman nurses the hope that his back will stay on his mind,"Tim Henman celebrates his 30th birthday on Monday, although celebrate is hardly the right word judging by the face he pulled when the landmark was mentioned.",26,tim henman celebr 30th birthday monday although celebr hardli right word judg face pull landmark mention
3,DaimlerChrysler Facing SEC Investigation,DaimlerChrysler AG said Thursday it had been notified that it was under investigation by the US Securities and Exchange Commission over alleged violations of a federal anti-bribery statute after a fired employee complained to labor officials.,36,daimlerchrysl ag said thursday notifi investig us secur exchang commiss alleg violat feder antibriberi statut fire employe complain labor offici
2,Montgomerie #39;s win streak ends,Colin Montgomerie saw several Ryder Cup runs come to an end Saturday morning. When he and partner Padraig Harrington fell behind Davis Love and ,24,colin montgomeri saw sever ryder cup run come end saturday morn partner padraig harrington fell behind davi love
3,HealhSouth Names John Workman Its CFO,"Manufacturing executive John Workman was named chief financial officer of HealthSouth Corp. on Tuesday, replacing an interim executive who helped the rehabilitation giant avoid bankruptcy after a massive accounting scandal.",30,manufactur execut john workman name chief financi offic healthsouth corp tuesday replac interim execut help rehabilit giant avoid bankruptci massiv account scandal
1,Australian voters head to polls,Australians voted today in an election which offered the choice between a conservative government that unreservedly backs the United States and its Iraq war and a Labour opposition seeking stronger ties in Asia.,33,australian vote today elect offer choic conserv govern unreservedli back unit state iraq war labour opposit seek stronger tie asia
4,Nintendo aims for older crowd with DS,Video game giant will be moving past Pokemon pack when it launches the DS on Sunday. \,17,video game giant move past pokemon pack launch ds sunday
1,Slovaks Commemorate Start of Revolt (AP),"AP - Military jets thundered overhead, and hundreds of people, including veterans and top officials, gathered in Sunday to commemorate the 60th anniversary of the 1944 Slovak uprising against Nazi rule.",31,ap militari jet thunder overhead hundr peopl includ veteran top offici gather sunday commemor 60th anniversari 1944 slovak upris nazi rule
3,"Martha Stewart Adds to Furniture Line, Including Turkey Hill","She may be in a West Virginia prison, but Westport #39;s Martha Stewart is growing her business by adding to her furniture line, including new items to a collection based on her Westport home.",34,may west virginia prison westport 39 martha stewart grow busi ad furnitur line includ new item collect base westport home
4,Ubisoft Ships Prince of Persia: Warrior Within,"SAN FRANCISCO, CA - December 2, 2004 -bisoft, one of the worlds leading video game publishers, today announced that Prince of Persia: Warrior Within is now available on store shelves for the PlayStation2 computer entertainment system, Xbox ",37,san francisco ca decemb 2 2004 bisoft one world lead video game publish today announc princ persia warrior within avail store shelv playstation2 comput entertain system xbox
2,Hoosiers pull off the upset,"EUGENE, Ore. -- Matt LoVecchio threw for a touchdown and BenJarvus Green-Ellis ran for 91 yards and another score to lead Indiana to a 30-24 upset of No. 24 Oregon last night.",32,eugen ore matt lovecchio threw touchdown benjarvu greenelli ran 91 yard anoth score lead indiana 3024 upset 24 oregon last night
1,Leaders Jostle to Shape Agenda for a New Term,"President Bush #39;s electoral victory was greeted internationally on Wednesday with a mixture of praise, disappointment and pragmatic resignation as world leaders jostled ",23,presid bush 39 elector victori greet intern wednesday mixtur prais disappoint pragmat resign world leader jostl
4,Hollywood Studios Sue Movie Downloaders/Swappers,"Following the lead of record companies suing small-time song-swappers, The Motion Picture Association of America (MPAA) is representing several Hollywood movie studios in the first wave of lawsuits against individuals who have downloaded and/or are ",35,follow lead record compani su smalltim songswapp motion pictur associ america mpaa repres sever hollywood movi studio first wave lawsuit individu download andor
2,Dodgers blue after disappointing series,"Disappointment for the Dodgers again. Los Angeles made major strides this season by winning the National League West to end a long playoff drought, then earning the club's first postseason victory in 16 years.",34,disappoint dodger lo angel made major stride season win nation leagu west end long playoff drought earn club first postseason victori 16 year
